sample_id,news_id,respond_to,worker_id,text_en,label_str,label_id,split,text_ru,translation_provider,translation_model,translation_prompt_version,translation_status,translation_flags,is_accepted,en_chars,ru_chars,char_ratio_ru_en,en_words,ru_words,word_ratio_ru_en,en_sentences,ru_sentences,sentence_ratio_ru_en,ru_cyrillic_share,ru_latin_share,flag_empty_translation,flag_low_cyrillic,flag_high_latin,flag_extreme_char_ratio,flag_extreme_sentence_ratio,sanity_flag_count,has_sanity_warning,marker_en_negation,marker_ru_negation,marker_preserved_negation,marker_en_causal,marker_ru_causal,marker_preserved_causal,marker_en_conclusion,marker_ru_conclusion,marker_preserved_conclusion,marker_en_modality,marker_ru_modality,marker_preserved_modality,marker_en_majority_quantifier,marker_ru_majority_quantifier,marker_preserved_majority_quantifier,marker_en_alternative,marker_ru_alternative,marker_preserved_alternative,marker_en_escalation,marker_ru_escalation,marker_preserved_escalation,marker_en_authority,marker_ru_authority,marker_preserved_authority,marker_en_tradition,marker_ru_tradition,marker_preserved_tradition,marker_en_nature,marker_ru_nature,marker_preserved_nature,argument_marker_preservation_score,argument_marker_source_count,flag_low_marker_preservation,translation_quality_flag_count,has_translation_quality_warning,cometkiwi_score,flag_low_cometkiwi
10049,251,6151,2,"Not trying to be rude, but I never understand points like these. I mean, 'Jamaica' like any other country isn't some individual that's only capable of focusing on one thing at a time. It's a country with millions of people and they can have tons of different priorities. People like Daryl Vaz, Tameka Coley, and the rest referenced, can focus on the issues discussed in the article. Other people can focus on poverty. Different people doing different things is the basis of modern civilization.",none,0,train,"Не хочу быть грубым, но я никогда не понимаю такие аргументы. Я имею в виду, что «Ямайка», как и любая другая страна, — это не какой-то отдельный человек, который способен сосредоточиться только на одной вещи за раз. Это страна с миллионами людей, и у них могут быть самые разные приоритеты. Такие люди, как Daryl Vaz, Tameka Coley и остальные упомянутые, могут сосредоточиться на вопросах, обсуждаемых в статье. Другие люди могут сосредоточиться на бедности. То, что разные люди делают разные вещи, — это основа современной цивилизации.",openai,gpt-5.4-mini-2026-03-17,ru_translation_repair_v1,manual_review,['latin_leakage'],False,494,537,1.0870445344129556,87,84,0.9655172413793104,6,6,1.0,0.9558139534883721,0.044186046511627906,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,1,False,0,False,0.8539406061172485,False
5586,263,,3,"Mexican culture is typically traditional on many social issues. There is slow approval for same sex marriages in individual states, but that does not mean that national law is not possible. Although the process is slow, it is hopeful for one day having a national law.",none,0,dev,"Мексиканская культура обычно традиционна по многим социальным вопросам. Однополые браки медленно получают одобрение в отдельных штатах, но это не означает, что национальный закон невозможен. Хотя процесс идет медленно, есть надежда когда-нибудь получить национальный закон.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['meaning_preserved', 'tone_preserved', 'sentence_boundaries_preserved']",True,268,273,1.0186567164179106,46,35,0.7608695652173914,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,0.6666666666666666,3,False,0,False,0.8799689412117004,False
8788,530,8188,18,If the local populace naturally does the code switching form of communication then it is a good thing. Help the local people try to preserve a language that has been with them. It is beautiful to hear a language that resonate with a culture and its history.,appeal to nature,3,dev,"Если местное население естественным образом использует форму общения с переключением кодов, то это хорошо. Помогите местным людям попытаться сохранить язык, который был с ними. Прекрасно слышать язык, который резонирует с культурой и её историей.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['awkward_source_phrasing_preserved'],True,257,246,0.9571984435797666,47,34,0.723404255319149,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,False,0.0,False,False,,False,False,,False,True,,0.0,1,False,0,False,0.8287267684936523,False
8614,472,,20,"These gullies need to be protected and the government as well as everyday citizen need to do what they can to preserve them. If they continue to let them be destroyed there may be no going back. People need to start clean up opportunities, write to their politicians, and see about getting bigger organizations involved in the preservation.",none,0,dev,"Эти овраги нужно защищать, и правительство, а также обычные граждане должны делать всё, что в их силах, чтобы сохранить их. Если они продолжат позволять их уничтожать, пути назад может не быть. Людям нужно начать использовать возможности для уборки, писать своим политикам и подумать о привлечении более крупных организаций к сохранению.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['source_text_contains_grammatical_issues_preserved_in_translation'],True,340,337,0.9911764705882353,58,50,0.8620689655172413,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,2,False,0,False,0.8721208572387695,False
3687,80,,4,"The police won't help the women because this is probably how all of their men act with their wives. The police see what happens, but since the victims are women, they don't care. Its probably a cultural thing where men see women as lesser. For this to change there needs to be international pressure on this country and a demand for their men to stop treating women like property.",hasty generalization,7,train,"Полиция не поможет женщинам, потому что, вероятно, именно так ведут себя все их мужчины со своими женами. Полиция видит, что происходит, но поскольку жертвы — женщины, им всё равно. Вероятно, это культурная особенность, при которой мужчины считают женщин людьми второго сорта. Чтобы это изменилось, нужно международное давление на эту страну и требование к их мужчинам перестать обращаться с женщинами как с собственностью.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['informal_register_preserved', 'meaning_preserved']",True,380,423,1.1131578947368421,71,61,0.8591549295774648,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,True,True,1.0,False,False,,False,True,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,2,False,0,False,0.8800250887870789,False
6637,413,,5,It doesn't look like the citizens of Azerbaijan were given a fair chance in their recent election. And I'm sure most of them who voted were hoping for things to be fair. Most people who vote do. When you vote you expect to make a difference. I do. Don't you?,appeal to majority,2,dev,"Похоже, гражданам Азербайджана не дали справедливого шанса на их недавних выборах. И я уверен, что большинство из тех, кто голосовал, надеялись, что всё будет честно. Большинство людей, которые голосуют, так и делают. Когда вы голосуете, вы ожидаете, что это что-то изменит. Я ожидаю. А вы нет?",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,258,294,1.1395348837209303,53,47,0.8867924528301887,6,6,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,1,False,0,False,0.857337474822998,False
7632,545,,8,"It doesn't matter what they find in those boxes of records, the people are furious about this move and they want him and his sons released. The will of the people is more important than the bending of a law or two by someone beloved by the people. It's about democracy, right? Let them out!",appeal to majority,2,train,"Неважно, что они найдут в тех коробках с документами, люди в ярости из-за этого шага и хотят, чтобы его и его сыновей освободили. Воля народа важнее, чем нарушение одного-двух законов кем-то, кого народ любит. Речь ведь о демократии, верно? Выпустите их!",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,290,254,0.8758620689655172,57,44,0.7719298245614035,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,True,,False,False,,False,False,,False,False,,True,False,0.0,False,False,,False,False,,False,False,,False,False,,0.0,1,False,0,False,0.859416127204895,False
5514,239,,5,Mia Mottley says she expects people to be refugees if the climate crisis isn't solved. Because she thinks that the islands are vulnerable. This is very concerning. Which island will survive this? Will any of them? This may even reach further than just the caribbean.,hasty generalization,7,test,"Миа Моттли говорит, что ожидает, что люди станут беженцами, если климатический кризис не будет решён. Потому что она считает, что острова уязвимы. Это очень тревожно. Какой остров переживёт это? Выживет ли хоть один из них? Это может распространиться даже дальше, чем просто Карибский регион.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['preserved_tone', 'preserved_sentence_boundaries', 'named_entities_kept']",True,266,292,1.0977443609022557,46,44,0.9565217391304348,6,6,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,1.0,2,False,0,False,0.8794803023338318,False
6620,408,,38,"Really, pigs is what your worried about. How about the fact China wants to own you, and you think they will do it through pigs. If China wants to infect your live stock they don't need to hide it. You need to look to more conventional attacks, as that is what they will do. Don't ignore the pigs, but they should not be the big issue.",appeal to worse problems,5,train,"Правда, свиньи — это то, о чём вы беспокоитесь. А как насчёт того факта, что Китай хочет вас подчинить, а вы думаете, что он сделает это через свиней. Если Китай захочет заразить ваш скот, ему не нужно это скрывать. Вам нужно смотреть на более обычные атаки, потому что именно это они и будут делать. Не игнорируйте свиней, но они не должны быть главной проблемой.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['original_contains_grammatical_errors', 'preserved_informal_tone']",True,334,364,1.089820359281437,68,63,0.9264705882352942,5,5,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,True,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,2,False,0,False,0.8467437028884888,False
3076,26,,4,"People think we either treat them like garbage/deport them or let them live here like actual citizens, but the reality is we should let the people in who are truly scared and against Russia's war and maybe just keep an eye on them to make sure they are sincere. Don't treat them like garbage just due to their nationality.",false dilemma,6,train,"Люди думают, что мы либо обращаемся с ними как с мусором/депортируем их, либо позволяем им жить здесь как настоящим гражданам, но на самом деле мы должны впускать тех людей, которые по-настоящему боятся и выступают против войны России, и, возможно, просто присматривать за ними, чтобы убедиться, что они искренни. Не обращайтесь с ними как с мусором только из-за их национальности.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['informal_register_preserved', 'slash_construction_preserved']",True,322,381,1.1832298136645962,62,62,1.0,2,2,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,True,True,1.0,False,False,,True,True,1.0,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,1.0,3,False,0,False,0.8671703338623047,False
3221,25,3073,2,"I don't understand the comment about 'coddling' the protesters. So because there are other problems in the world, they're supposed to ignore the ones in front of them? What you might imagine is a mundane grievance to you is a serious problem to them. And unlike global climate change, the government of their country is something they can actually have a big effect on. This is what rolling up your sleeves looks like in a nation that is so repressive.",none,0,train,"Я не понимаю комментарий о том, что протестующих якобы «сюсюкают». То есть, раз в мире есть другие проблемы, они должны игнорировать те, что прямо перед ними? То, что вам может казаться обыденной жалобой, для них — серьёзная проблема. И в отличие от глобального изменения климата, на правительство своей страны они действительно могут оказать большое влияние. Вот как выглядит засучивание рукавов в стране, которая настолько репрессивна.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,452,437,0.9668141592920354,82,64,0.7804878048780488,5,5,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,True,False,0.0,True,False,0.0,False,True,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,0.0,2,True,1,True,0.7871553301811218,True
10724,476,,37,This blogger's tax is ridiculous. People should be free to post whatever they want online. Freedom of speech and expression are important and should definitely not be infringed upon or restricted in any way.,none,0,train,"Этот налог на блогера — нелепость. Люди должны быть свободны публиковать в интернете всё, что хотят. Свобода слова и выражения важна, и её ни в коем случае не следует нарушать или ограничивать.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['tone_preserved', 'sentence_boundaries_preserved', 'no_named_entities']",True,207,193,0.9323671497584541,35,31,0.8857142857142857,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,True,True,1.0,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,1.0,3,False,0,False,0.8901680707931519,False
6494,366,,2,"Like many of the netizens referenced, I find myself disgusted by the remarks made by Erdogan. Dogs make life better, as studies have shown time and time again. They add great value to people's existence and those who own dogs shouldn't be berated like that. As Dean Koontz said, once you have a wonderful dog, life is diminished without one.",appeal to authority,1,train,"Как и многие из упомянутых интернет-пользователей, я испытываю отвращение к высказываниям Эрдогана. Собаки делают жизнь лучше, как неоднократно показывали исследования. Они приносят огромную пользу человеческому существованию, и тех, у кого есть собаки, не следует так оскорблять. Как сказал Дин Кунц, если у вас однажды была замечательная собака, жизнь без нее уже становится беднее.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,341,384,1.1260997067448681,62,54,0.8709677419354839,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,False,True,,False,True,,False,False,,False,False,,False,True,,False,False,,False,False,,,0,False,0,False,0.8530787825584412,False
7558,520,,18,"Letting things just happen naturally is often the way to go. People make mistakes, and the surrounding populace decide what should be done about it. Voting for change or keeping it the same. Unity and shared purpose helps everyone.",appeal to nature,3,dev,"Пусть всё просто происходит естественно — это часто лучший путь. Люди совершают ошибки, а окружающее население решает, что с этим делать. Голосовать за перемены или оставить всё как есть. Единство и общая цель помогают всем.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['slight_ambiguity_in_source_preserved'],True,231,224,0.9696969696969697,39,34,0.8717948717948718,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,True,False,0.0,True,False,0.0,True,True,1.0,False,False,,False,False,,False,False,,False,True,,0.3333333333333333,3,True,1,True,0.8646469116210938,False
8766,523,,8,"The article says that younger Japanese voters care more about the economy than social issues, and the source cited for this datum? It was some random guy on Twitter. Literally. I clicked the link (hypertext in the article) and it's a random dude spewing his opinions on social media. This is the kind of ""reporting"" which erodes confidence in online news. Next time you make a statement like that, try citing an expert, or at least someone with credentials of some sort.",appeal to authority,1,train,"В статье говорится, что молодые японские избиратели больше заботятся об экономике, чем о социальных вопросах, а источник, на который ссылаются для этого факта? Это был какой-то случайный парень в Twitter. Буквально. Я перешёл по ссылке (гипертекст в статье), и это оказался случайный чувак, изливающий свои мнения в социальных сетях. Вот такой вот «репортаж» подрывает доверие к новостям в интернете. В следующий раз, когда будете делать такое заявление, попробуйте сослаться на эксперта или, по крайней мере, на кого-то с какими-то полномочиями.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,470,546,1.1617021276595745,83,83,1.0,6,6,1.0,0.9842342342342343,0.015765765765765764,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,True,False,0.0,True,True,1.0,False,False,,False,False,,0.6666666666666666,3,False,0,False,0.8499138355255127,False
10170,291,6869,18,"While communication with government always helps, sometimes the society needs to demand more solutions then they are getting. Up the level of communication they are giving, expect what is needed out of them. They need to address concerns promptly as needed, no matter the situation.",none,0,train,"Хотя общение с правительством всегда помогает, иногда обществу нужно требовать больше решений, чем оно получает. Повышайте уровень коммуникации, которую они обеспечивают, и требуйте от них того, что необходимо. Им нужно своевременно реагировать на обеспокоенности по мере необходимости, независимо от ситуации.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['original_grammar_awkwardness_preserved'],True,282,310,1.099290780141844,45,40,0.8888888888888888,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,False,0.0,False,False,,False,False,,True,True,1.0,False,False,,False,False,,True,False,0.0,False,False,,True,True,1.0,False,False,,0.5,4,False,0,False,0.8609201312065125,False
7556,520,,9,"People voicing out against an oppressive regime has been a recurring facet in history, it's as central as basic needs. Similarly, peaceful confrontation has been the go-to strategy for any protest, demonstrating its efficacy since time immemorial. Through this method, many great social changes has come about. That's why it important to take inspiration from our past heroes who stuck to these traditional methods and managed to enact real change. That's why maintaining this tradition is vital, only when this traditional control is disrupted by excessive power, do the situations tend to escalate. So, let's stick to what's proven and boom! Success!",appeal to tradition,4,dev,"Люди, выступающие против угнетающего режима, были повторяющейся чертой истории, это так же центрально, как и базовые потребности. Аналогично, мирное противостояние было основным способом для любого протеста, демонстрируя свою эффективность с незапамятных времен. Благодаря этому методу произошло множество великих социальных изменений. Вот почему важно черпать вдохновение у наших героев прошлого, которые придерживались этих традиционных методов и сумели осуществить реальные перемены. Вот почему сохранение этой традиции жизненно важно: только когда этот традиционный контроль нарушается чрезмерной властью, ситуации, как правило, обостряются. Так что давайте придерживаться того, что проверено, и бум! Успех!",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['awkward_literalness', 'grammar_issues_preserved']",True,652,711,1.0904907975460123,108,88,0.8148148148148148,7,7,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,True,False,0.0,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,0.3333333333333333,3,True,1,True,0.8255081176757812,False
7204,402,6602,2,"The article is just pointing out that it's not so black and white. There is some overlap between some things that are good for China and good for Taiwan. Additionally, it points out that there's context between the things that a simple vote wouldn't show. For example, the Olympics naming bit. 55% of people wanting to retain the Chinese Taipei team name doesn't mean 55% people support Chinese control of Taiwan. The fact that 45% explicitly oppose that, and the fact that they're all talking about a team separate from China, should make that clear.",none,0,train,"Статья просто указывает, что всё не так чёрно-бело. Есть некоторое пересечение между тем, что хорошо для Китая, и тем, что хорошо для Тайваня. Кроме того, она указывает, что между этими вещами есть контекст, который простой голос не показал бы. Например, вопрос с названием на Олимпиаде. То, что 55% людей хотят сохранить название команды «Китайский Тайбэй», не означает, что 55% людей поддерживают китайский контроль над Тайванем. Тот факт, что 45% прямо выступают против этого, и тот факт, что все они говорят о команде, отдельной от Китая, должны это прояснить.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,551,564,1.0235934664246824,100,89,0.89,6,6,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,True,False,0.0,True,False,0.0,True,True,1.0,True,True,1.0,False,False,,False,False,,False,True,,False,False,,False,False,,0.6,5,False,0,False,0.8318793773651123,False
6778,260,,8,"This isn't a good development, of course. But let's get hold of ourselves and refrain from overreacting. Let's focus on the positive here: a member of parliament said a stupid thing, and the two governments are both willing to swat down such irresponsible comments. That seems, on the whole, like a good thing. Now let's hope all the other details disturbing that troubled region (Karabakh) can be resolved without further conflict.",none,0,train,"Это, разумеется, не очень хорошее развитие событий. Но давайте возьмём себя в руки и воздержимся от чрезмерной реакции. Давайте сосредоточимся здесь на положительном: член парламента сказал глупость, и оба правительства готовы пресекать подобные безответственные высказывания. В целом это, похоже, хорошая вещь. Теперь будем надеяться, что все остальные детали, тревожащие этот неспокойный регион (Карабах), удастся урегулировать без дальнейшего конфликта.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,432,456,1.0555555555555556,75,58,0.7733333333333333,5,5,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,1,False,0,False,0.853614091873169,False
8354,586,,8,"Some education is needed here. Online trolling is not what some people think it is (hate, ideology, etc.). It's actually just a custom, a practice, mainly among young denizens of internet forums and other cyber spaces. Trolling is meant to be fun, an attempt to get under people's skin, particularly people who are seen as excitable or dogmatic. It's a long-standing pastime among a certain group of internet users, and is largely harmless. Don't take it too seriously, activists. Keep doing the work you do - it's vital. And best advice? Don't feed the trolls.",appeal to tradition,4,train,"Здесь нужно немного просвещения. Онлайн-троллинг — это не то, чем его считают некоторые люди (ненависть, идеология и т. д.). На самом деле это всего лишь обычай, практика, главным образом среди молодых обитателей интернет-форумов и других киберпространств. Троллинг задуман как развлечение, попытка залезть людям под кожу, особенно тем, кого считают вспыльчивыми или догматичными. Это давнее времяпрепровождение среди определённой группы пользователей интернета, и оно в значительной степени безвредно. Не воспринимайте это слишком серьёзно, активисты. Продолжайте делать ту работу, которую вы делаете, — она жизненно важна. И лучший совет? Не кормите троллей.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,561,660,1.1764705882352942,101,89,0.8811881188118812,10,11,1.1,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,False,True,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,1.0,2,False,0,False,0.8659789562225342,False
8189,531,7589,2,"Why should the charges be dismissed? If he's truly innocent, then the legal process will determine that. Just because someone is in a high position in the government doesn't mean they should be immune to prosecution or something. We should let the system do its job.",none,0,train,"Почему обвинения должны быть сняты? Если он действительно невиновен, тогда это определит правовой процесс. Только потому, что кто-то занимает высокий пост в правительстве, не значит, что он должен быть иммунен к судебному преследованию или чему-то в этом роде. Мы должны позволить системе делать свою работу.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,266,308,1.1578947368421053,48,47,0.9791666666666666,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,True,False,0.0,False,True,,True,True,1.0,False,False,,True,True,1.0,True,False,0.0,False,False,,False,False,,False,False,,0.5,4,False,0,False,0.8751770257949829,False
10700,468,,37,"Deep sea mining does not seem like a natural thing to do. Therefore it should be banned. It is harmful to the natural environment and as such, should definitely not be allowed to be carried out.",appeal to nature,3,train,"Глубоководная добыча полезных ископаемых не кажется естественным занятием. Следовательно, она должна быть запрещена. Она вредна для природной среды и, как таковая, определённо не должна быть разрешена к осуществлению.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,194,217,1.1185567010309279,36,28,0.7777777777777778,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,True,True,1.0,True,True,1.0,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,1.0,5,False,0,False,0.8870750665664673,False
3682,78,,68,"I fully support this initiative. Women have the right to keep sexual or intimate images private. Traditionally, a woman's privacy has always been valued, and it should be no different in our digital age.",appeal to tradition,4,train,"Я полностью поддерживаю эту инициативу. Женщины имеют право сохранять сексуальные или интимные изображения в тайне. Традиционно частная жизнь женщины всегда ценилась, и в нашу цифровую эпоху это не должно быть иначе.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,203,216,1.064039408866995,35,31,0.8857142857142857,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,True,True,1.0,False,False,,True,True,1.0,False,False,,False,False,,True,True,1.0,False,False,,1.0,4,False,0,False,0.8875695466995239,False
3046,16,,16,"The designer should not have presented this dress on social media.  Now, it has only incited negative thoughts about how affordable food is not available to all in the pandemic.  This will not unify people, but will instead drive them apart, making social divisions worse.  Now, through here silly project, she has fanned the flames of unrest.",slippery slope,8,train,"Дизайнер не должна была представлять это платье в социальных сетях. Теперь оно лишь вызвало негативные мысли о том, что в условиях пандемии доступная еда есть не у всех. Это не объединит людей, а, напротив, разобщит их, усугубляя социальные разделения. Теперь, своим глупым проектом, она подлила масла в огонь беспорядков.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,"['possible_source_typo_in_original: ""through here silly project"" rendered as ""своим глупым проектом""']",True,343,322,0.9387755102040817,57,49,0.8596491228070176,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,True,True,1.0,True,False,0.0,False,False,,False,False,,False,False,,False,False,,False,False,,0.6666666666666666,3,False,0,False,0.8288736343383789,False
6476,360,,2,Duterte is a textbook authoritarian. The country needs to get rid of him before it's too late. Imagine how much damage he'll eventually do if not. He's already murdered thousands. He's shut down protests constantly. The murders just may number in the tens if not hundreds of thousands if things keep going the way they are. Will the Philippines even exist afterwards?,slippery slope,8,dev,"Дутерте — это хрестоматийный авторитарный правитель. Стране нужно избавиться от него, пока не слишком поздно. Представьте, какой ущерб он в конечном итоге нанесёт, если этого не сделать. Он уже убил тысячи людей. Он постоянно подавляет протесты. Число убийств вполне может исчисляться десятками, если не сотнями тысяч, если всё продолжится так, как идёт сейчас. Будут ли Филиппины вообще существовать после этого?",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,367,413,1.125340599455041,66,59,0.8939393939393939,7,7,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,False,True,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,1.0,2,False,0,False,0.8683688640594482,False
6725,443,,16,"Why is there always such serious conflicts in this part of the world.  It seems like religion and the intricate nature of those things always causes the people more trouble than it's worth.  These people are born into these circumstances, though, and need people's help and understanding.",none,0,train,"Почему в этой части мира всегда возникают такие серьёзные конфликты. Похоже, что религия и сложная природа таких вещей всегда причиняют людям больше проблем, чем это того стоит. Однако эти люди рождаются в таких обстоятельствах и нуждаются в помощи и понимании людей.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['preserve_sentence_boundaries_imperfectly'],True,288,267,0.9270833333333334,49,41,0.8367346938775511,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,True,True,1.0,1.0,2,False,0,False,0.879408597946167,False
10629,444,,19,"People like Ben Crox will always be fighting an uphill battle. Southeast Asia just doesn't like democracy. Country after country throws out basic democratic principles like free speech and unfiltered access to information on a regular basis. The military coup in Myanmar comes as no surprise. For a cultural reason I admit I don't fully understand, the entire region was, is, and always will be hostile to true democratic values. Ben Crox is heroic for continuing to work in such an environment.",hasty generalization,7,dev,"Людям вроде Бена Крокса всегда придется вести борьбу с заведомо проигрышной позиции. Юго-Восточная Азия просто не любит демократию. Страна за страной регулярно отбрасывают базовые демократические принципы, такие как свобода слова и неограниченный доступ к информации. Военный переворот в Мьянме не вызывает удивления. По культурной причине, которую я признаю, что не до конца понимаю, весь регион был, есть и всегда будет враждебен подлинным демократическим ценностям. Бен Крокс героичен тем, что продолжает работать в такой среде.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['contains_potentially_sensitive_generalization'],True,495,531,1.0727272727272728,84,75,0.8928571428571429,6,6,1.0,1.0,0.0,False,False,False,False,False,0,False,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,True,True,1.0,False,False,,1.0,2,False,0,False,0.840920627117157,False
7236,413,,16,"If this alleged corruption isn't stopped now, there will be an increase of dubious officials triggering nationwide havoc.   More and more officials will take part in this fraud, and that chaos will catastrophically spill onto the streets.  From there societal unrest and collapse will follow.  We must stop it now.",slippery slope,8,dev,"Если эту предполагаемую коррупцию не остановить сейчас, число сомнительных чиновников возрастёт, что вызовет хаос по всей стране. Всё больше и больше чиновников будут участвовать в этом мошенничестве, и этот хаос катастрофически выплеснется на улицы. Оттуда последуют общественные беспорядки и крах. Мы должны остановить это сейчас.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,[],True,314,332,1.0573248407643312,51,45,0.8823529411764706,4,4,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,True,True,1.0,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,1.0,1,False,0,False,0.8767356872558594,False
4785,196,,6,"I don't think it is important enough. The Jews don't seem to recognize others as much as they are recognized. Maybe if they did, others will be more inclined to return the gesture.",hasty generalization,7,train,"Я не думаю, что это достаточно важно. Похоже, евреи не признают других в той же мере, в какой признают их самих. Может быть, если бы они это делали, другие были бы более склонны ответить тем же.",openai,gpt-5.4-mini-2026-03-17,ru_translation_v1,ok,['ambiguous_pronoun_in_original'],True,180,194,1.0777777777777777,35,36,1.0285714285714285,3,3,1.0,1.0,0.0,False,False,False,False,False,0,False,False,True,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,False,False,,,0,False,0,False,0.8305314779281616,False
